file,parseTime,initTime,allCount,unknownCount,parseUPTime,initUPTime,allUPCount,unknownUPCount
fase-trainbenchmark-simple-40_27.problem,164,274,665,233,226,609,582,144
fase-trainbenchmark-simple-40_28.problem,93,176,622,211,99,317,560,146
fase-trainbenchmark-simple-40_29.problem,202,375,722,283,214,836,606,164
fase-trainbenchmark-simple-40_3.problem,152,397,802,361,242,872,599,150
fase-trainbenchmark-simple-40_30.problem,156,387,740,301,255,847,597,156
fase-trainbenchmark-simple-40_4.problem,216,415,573,145,236,1063,542,112
fase-trainbenchmark-simple-40_5.problem,225,410,644,216,259,975,570,139
fase-trainbenchmark-simple-40_6.problem,105,168,638,189,112,386,596,146
fase-trainbenchmark-simple-40_7.problem,265,424,827,409,241,869,647,226
fase-trainbenchmark-simple-40_8.problem,243,409,699,241,208,819,657,198
fase-trainbenchmark-simple-40_9.problem,191,267,694,279,215,740,616,200
fase-trainbenchmark-simple-50_1.problem,209,387,783,247,229,759,692,154
fase-trainbenchmark-simple-50_10.problem,141,249,715,165,183,572,672,118
fase-trainbenchmark-simple-50_11.problem,259,422,751,196,239,806,700,143
fase-trainbenchmark-simple-50_12.problem,172,288,857,251,266,735,794,188
fase-trainbenchmark-simple-50_13.problem,236,425,742,201,156,696,696,154
fase-trainbenchmark-simple-50_14.problem,169,259,858,332,145,622,743,215
fase-trainbenchmark-simple-50_15.problem,231,416,927,341,267,760,714,124
fase-trainbenchmark-simple-50_16.problem,160,262,856,299,162,547,733,168
fase-trainbenchmark-simple-50_17.problem,227,368,899,296,186,872,799,195
fase-trainbenchmark-simple-50_18.problem,218,304,834,261,259,660,742,168
fase-trainbenchmark-simple-50_19.problem,152,262,895,317,161,587,738,154
fase-trainbenchmark-simple-50_2.problem,106,220,852,321,117,356,721,188
fase-trainbenchmark-simple-50_20.problem,121,204,846,294,111,388,740,187
fase-trainbenchmark-simple-50_21.problem,186,279,905,351,264,576,807,252
fase-trainbenchmark-simple-50_22.problem,152,264,1031,483,153,536,744,192
fase-trainbenchmark-simple-50_23.problem,273,423,873,318,246,1068,713,155
fase-trainbenchmark-simple-50_24.problem,256,426,913,355,293,830,744,184
fase-trainbenchmark-simple-50_25.problem,243,431,932,393,244,785,737,190
fase-trainbenchmark-simple-50_26.problem,159,265,932,369,166,527,724,158
fase-trainbenchmark-simple-50_27.problem,259,303,995,404,240,841,771,177
fase-trainbenchmark-simple-50_28.problem,121,233,768,233,134,393,674,134
fase-trainbenchmark-simple-50_29.problem,175,315,958,373,148,522,842,256
fase-trainbenchmark-simple-50_3.problem,102,196,887,339,125,335,703,152
fase-trainbenchmark-simple-50_30.problem,240,362,971,393,253,777,696,114
fase-trainbenchmark-simple-50_4.problem,250,410,838,242,260,827,736,139
fase-trainbenchmark-simple-50_5.problem,268,392,1044,457,256,853,891,302
fase-trainbenchmark-simple-50_6.problem,270,522,931,377,261,843,773,216
fase-trainbenchmark-simple-50_7.problem,198,334,960,418,158,582,739,189
fase-trainbenchmark-simple-50_8.problem,141,243,979,405,187,647,825,244
fase-trainbenchmark-simple-50_9.problem,233,448,942,389,232,878,757,202
fase-trainbenchmark-simple-60_1.problem,221,424,1136,460,215,864,873,193
fase-trainbenchmark-simple-60_10.problem,169,407,919,271,256,695,840,192
fase-trainbenchmark-simple-60_11.problem,140,232,1288,609,144,508,910,226
fase-trainbenchmark-simple-60_12.problem,274,449,1150,453,261,894,899,198
fase-trainbenchmark-simple-60_13.problem,253,454,1036,315,263,798,926,204
fase-trainbenchmark-simple-60_14.problem,173,423,1172,516,274,712,906,247
fase-trainbenchmark-simple-60_15.problem,158,259,1080,401,165,507,946,266
fase-trainbenchmark-simple-60_16.problem,246,453,1010,324,247,829,901,213
fase-trainbenchmark-simple-60_17.problem,154,300,1188,474,147,489,930,211
fase-trainbenchmark-simple-60_18.problem,239,425,1053,359,235,842,939,244
fase-trainbenchmark-simple-60_19.problem,194,300,1067,357,223,685,900,188
fase-trainbenchmark-simple-60_2.problem,90,172,1033,370,98,323,872,207
fase-trainbenchmark-simple-60_20.problem,93,160,1012,331,95,334,956,274
fase-trainbenchmark-simple-60_21.problem,244,431,1135,445,304,1022,921,228
fase-trainbenchmark-simple-60_22.problem,253,425,1109,431,199,853,920,240
fase-trainbenchmark-simple-60_23.problem,256,646,1043,375,241,889,922,250
fase-trainbenchmark-simple-60_24.problem,261,405,1023,361,240,838,883,220
fase-trainbenchmark-simple-60_25.problem,189,422,975,284,194,535,917,225
fase-trainbenchmark-simple-60_26.problem,133,272,1177,489,104,404,878,186
fase-trainbenchmark-simple-60_27.problem,179,255,1251,557,232,599,1000,302
fase-trainbenchmark-simple-60_28.problem,186,399,956,285,239,720,887,216
fase-trainbenchmark-simple-60_29.problem,240,455,1180,489,245,919,907,210
fase-trainbenchmark-simple-60_3.problem,187,315,1068,382,259,824,879,191
fase-trainbenchmark-simple-60_30.problem,189,297,1043,349,187,598,930,234
fase-trainbenchmark-simple-60_4.problem,159,367,1169,451,161,487,897,176
fase-trainbenchmark-simple-60_5.problem,254,391,1051,345,169,858,850,142
fase-trainbenchmark-simple-60_6.problem,166,280,1117,431,163,574,887,192
fase-trainbenchmark-simple-60_7.problem,143,239,1152,431,139,470,939,214
fase-trainbenchmark-simple-60_8.problem,247,511,995,301,218,946,889,194
fase-trainbenchmark-simple-60_9.problem,103,178,1021,347,132,463,873,198
fase-trainbenchmark-simple-70_1.problem,253,475,1343,523,266,853,1071,246
fase-trainbenchmark-simple-70_10.problem,218,293,1257,439,305,842,1103,282
fase-trainbenchmark-simple-70_11.problem,259,452,1233,416,188,837,1030,205
fase-trainbenchmark-simple-70_12.problem,96,179,1361,518,106,367,1070,219
fase-trainbenchmark-simple-70_13.problem,165,380,1275,402,182,609,1116,241
fase-trainbenchmark-simple-70_14.problem,240,456,1224,425,253,815,1009,202
fase-trainbenchmark-simple-70_15.problem,245,459,1531,699,239,916,1095,256
fase-trainbenchmark-simple-70_16.problem,99,178,1236,407,111,362,1064,230
fase-trainbenchmark-simple-70_17.problem,264,476,1446,615,264,880,1106,268
fase-trainbenchmark-simple-70_18.problem,273,600,1363,538,230,822,1032,203
fase-trainbenchmark-simple-70_19.problem,187,294,1127,281,185,538,1066,216
fase-trainbenchmark-simple-70_2.problem,265,467,1285,475,260,882,1071,258
fase-trainbenchmark-simple-70_20.problem,198,341,1189,359,301,782,1057,222
fase-trainbenchmark-simple-70_21.problem,145,267,1150,341,210,580,1006,196
fase-trainbenchmark-simple-70_22.problem,264,448,1498,661,248,877,1099,258
fase-trainbenchmark-simple-70_23.problem,187,503,1376,559,291,801,1034,208
fase-trainbenchmark-simple-70_24.problem,100,226,1375,565,107,360,986,164
fase-trainbenchmark-simple-70_25.problem,226,327,1413,571,280,754,1156,312
fase-trainbenchmark-simple-70_26.problem,270,430,1283,439,230,843,1129,282
fase-trainbenchmark-simple-70_27.problem,95,170,1313,491,105,351,1045,216
fase-trainbenchmark-simple-70_28.problem,134,244,1251,421,194,489,1000,166
fase-trainbenchmark-simple-70_29.problem,101,211,1181,363,108,348,1031,208
fase-trainbenchmark-simple-70_3.problem,168,318,1300,465,213,701,1079,242
fase-trainbenchmark-simple-70_30.problem,270,367,1192,369,264,889,1103,278
fase-trainbenchmark-simple-70_4.problem,273,454,1277,436,257,1029,1064,221
fase-trainbenchmark-simple-70_5.problem,251,422,1337,506,283,881,1095,257
fase-trainbenchmark-simple-70_6.problem,284,644,1208,373,383,1008,1063,222
fase-trainbenchmark-simple-70_7.problem,153,267,1253,431,187,522,1071,244
fase-trainbenchmark-simple-70_8.problem,179,330,1199,365,217,704,1086,250
fase-trainbenchmark-simple-70_9.problem,270,474,1151,329,267,1045,1070,248
fase-trainbenchmark-simple-80_1.problem,283,494,1524,545,250,854,1222,240
fase-trainbenchmark-simple-80_10.problem,142,283,1732,707,151,629,1295,266
fase-trainbenchmark-simple-80_11.problem,267,317,1581,653,247,900,1208,276
fase-trainbenchmark-simple-80_12.problem,257,478,1413,438,260,882,1320,343
fase-trainbenchmark-simple-80_13.problem,176,316,1916,909,254,585,1281,266
fase-trainbenchmark-simple-80_14.problem,282,420,1378,407,261,830,1205,230
fase-trainbenchmark-simple-80_15.problem,237,486,1974,974,256,964,1396,391
fase-trainbenchmark-simple-80_16.problem,129,223,1437,467,133,476,1262,290
fase-trainbenchmark-simple-80_17.problem,111,212,1628,638,164,566,1292,299
fase-trainbenchmark-simple-80_18.problem,138,246,1394,391,160,588,1174,168
fase-trainbenchmark-simple-80_19.problem,154,382,1340,337,178,573,1188,184
fase-trainbenchmark-simple-80_2.problem,171,392,1567,566,335,613,1234,229
fase-trainbenchmark-simple-80_20.problem,306,525,1415,446,276,850,1211,241
fase-trainbenchmark-simple-80_21.problem,107,201,1318,367,121,387,1158,206
fase-trainbenchmark-simple-80_22.problem,252,390,1696,749,262,880,1186,232
fase-trainbenchmark-simple-80_23.problem,107,209,1356,414,118,425,1223,281
fase-trainbenchmark-simple-80_24.problem,299,343,1578,646,180,902,1196,259
fase-trainbenchmark-simple-80_25.problem,194,328,1782,766,204,631,1272,251
fase-trainbenchmark-simple-80_26.problem,191,330,1434,447,261,599,1274,284
fase-trainbenchmark-simple-80_27.problem,254,523,1608,631,201,762,1290,310
fase-trainbenchmark-simple-80_28.problem,282,711,1779,795,271,1006,1322,332
fase-trainbenchmark-simple-80_29.problem,114,206,1577,603,118,401,1174,196
fase-trainbenchmark-simple-80_3.problem,183,297,1409,421,279,885,1215,226
fase-trainbenchmark-simple-80_30.problem,133,195,1538,563,114,502,1214,236
fase-trainbenchmark-simple-80_4.problem,291,521,1778,781,345,1274,1272,266
fase-trainbenchmark-simple-80_5.problem,111,231,1701,723,121,392,1265,282
fase-trainbenchmark-simple-80_6.problem,111,212,1592,620,124,406,1202,225
fase-trainbenchmark-simple-80_7.problem,318,565,1582,569,267,1060,1219,202
fase-trainbenchmark-simple-80_8.problem,293,446,1304,326,272,1008,1217,239
fase-trainbenchmark-simple-80_9.problem,275,523,1458,455,311,1018,1221,214
fase-trainbenchmark-simple-90_1.problem,212,358,1653,511,342,1095,1396,250
fase-trainbenchmark-simple-90_10.problem,282,527,1834,663,264,949,1459,284
fase-trainbenchmark-simple-90_11.problem,284,571,2088,1010,271,968,1368,283
fase-trainbenchmark-simple-90_12.problem,124,234,1640,531,127,433,1474,360
fase-trainbenchmark-simple-90_13.problem,224,348,2052,837,257,958,1609,386
fase-trainbenchmark-simple-90_14.problem,140,245,1873,794,139,506,1436,354
fase-trainbenchmark-simple-90_15.problem,247,397,1685,557,251,981,1364,234
fase-trainbenchmark-simple-90_16.problem,363,793,1776,657,283,901,1381,258
fase-trainbenchmark-simple-90_17.problem,195,365,1787,639,307,694,1492,338
fase-trainbenchmark-simple-90_18.problem,158,309,1947,801,198,608,1472,318
fase-trainbenchmark-simple-90_19.problem,147,266,1895,777,151,514,1479,352
fase-trainbenchmark-simple-90_2.problem,269,508,1804,662,257,1259,1456,311
fase-trainbenchmark-simple-90_20.problem,176,470,1699,604,224,591,1400,303
fase-trainbenchmark-simple-90_21.problem,168,506,1619,549,301,1138,1339,262
fase-trainbenchmark-simple-90_22.problem,297,592,1916,771,192,997,1494,342
fase-trainbenchmark-simple-90_23.problem,235,362,1519,449,203,909,1278,202
fase-trainbenchmark-simple-90_24.problem,274,371,1901,793,310,991,1466,352
fase-trainbenchmark-simple-90_25.problem,290,614,1717,553,289,955,1393,222
fase-trainbenchmark-simple-90_26.problem,331,624,1685,543,421,1091,1431,282
fase-trainbenchmark-simple-90_27.problem,177,306,1800,647,184,697,1568,410
fase-trainbenchmark-simple-90_28.problem,116,236,1570,466,128,417,1368,259
fase-trainbenchmark-simple-90_29.problem,301,475,1967,839,309,1057,1505,372
fase-trainbenchmark-simple-90_3.problem,264,558,1925,787,270,1029,1458,316
fase-trainbenchmark-simple-90_30.problem,106,202,2086,955,145,397,1374,232
fase-trainbenchmark-simple-90_4.problem,134,238,2220,1054,150,442,1479,303
fase-trainbenchmark-simple-90_5.problem,290,507,1830,694,268,1000,1507,361
fase-trainbenchmark-simple-90_6.problem,301,537,1918,784,287,1265,1524,387
fase-trainbenchmark-simple-90_7.problem,214,376,1612,479,331,994,1406,268
fase-trainbenchmark-simple-90_8.problem,196,422,1566,445,270,1183,1382,258
fase-trainbenchmark-simple-90_9.problem,208,410,1822,679,284,781,1482,330
simplified-railway-100_1.problem,138,376,5873,5147,141,594,2998,2272
simplified-railway-100_10.problem,265,803,5886,5146,248,1152,3252,2512
simplified-railway-100_11.problem,98,335,7030,6318,98,547,3590,2878
simplified-railway-100_12.problem,175,424,5902,5157,158,608,3779,3034
simplified-railway-100_13.problem,155,583,6842,6124,194,1528,3486,2768
simplified-railway-100_14.problem,111,504,6441,5725,158,889,2970,2254
simplified-railway-100_15.problem,130,401,5782,5047,145,727,2925,2190
simplified-railway-100_16.problem,249,554,5470,4736,186,1040,2424,1690
simplified-railway-100_17.problem,153,436,5822,5100,203,1146,2376,1654
simplified-railway-100_18.problem,214,685,5974,5248,218,1051,3030,2304
simplified-railway-100_19.problem,98,354,5881,5144,131,431,3365,2628
simplified-railway-100_2.problem,106,394,6811,6102,90,698,3013,2304
simplified-railway-100_20.problem,207,774,5597,4862,209,1353,2385,1650
simplified-railway-100_21.problem,89,272,6287,5565,97,402,3116,2394
simplified-railway-100_22.problem,123,465,6806,6085,123,802,3729,3008
simplified-railway-100_23.problem,221,573,5483,4752,228,1120,2509,1778
simplified-railway-100_24.problem,198,862,5980,5242,262,1293,3324,2586
simplified-railway-100_25.problem,138,451,6491,5769,135,766,3452,2730
simplified-railway-100_26.problem,105,258,4786,4031,107,449,2649,1894
simplified-railway-100_27.problem,101,252,4962,4218,108,367,2540,1796
simplified-railway-100_28.problem,144,448,5784,5052,159,661,2788,2056
simplified-railway-100_29.problem,200,1006,6824,6103,195,1532,3653,2932
simplified-railway-100_3.problem,150,592,7302,6581,145,1085,3339,2618
simplified-railway-100_30.problem,86,381,6399,5670,100,577,3697,2968
simplified-railway-100_4.problem,213,665,5568,4830,247,1125,2984,2246
simplified-railway-100_5.problem,201,544,6287,5561,208,1320,3218,2492
simplified-railway-100_6.problem,201,759,7237,6522,184,1383,3767,3052
simplified-railway-100_7.problem,149,509,6504,5779,174,1155,3377,2652
simplified-railway-100_8.problem,368,598,5490,4742,227,946,3282,2534
simplified-railway-100_9.problem,220,761,6289,5555,227,1081,3640,2906
simplified-railway-20_1.problem,193,255,660,521,173,281,510,371
simplified-railway-20_10.problem,206,359,704,551,191,429,549,396
simplified-railway-20_11.problem,172,258,569,406,154,337,331,168
simplified-railway-20_12.problem,122,209,500,363,108,416,325,188
simplified-railway-20_13.problem,80,140,561,415,97,136,400,254
simplified-railway-20_14.problem,203,260,672,512,185,335,430,270
simplified-railway-20_15.problem,115,158,701,549,110,260,544,392
simplified-railway-20_16.problem,156,336,704,551,181,352,579,426
simplified-railway-20_17.problem,148,229,503,365,148,344,332,194
simplified-railway-20_18.problem,170,258,807,657,156,317,678,528
simplified-railway-20_19.problem,164,218,611,477,178,306,468,334
simplified-railway-20_2.problem,184,322,675,514,174,301,479,318
simplified-railway-20_20.problem,186,267,700,540,172,394,480,320
simplified-railway-20_21.problem,199,227,606,452,189,510,444,290
simplified-railway-20_22.problem,177,242,700,540,174,455,480,320
simplified-railway-20_23.problem,107,177,728,568,106,206,490,330
simplified-railway-20_24.problem,169,354,815,666,153,334,715,566
simplified-railway-20_25.problem,203,271,781,625,228,526,566,410
simplified-railway-20_26.problem,115,235,782,631,202,343,655,504
simplified-railway-20_27.problem,98,126,522,388,92,157,334,200
simplified-railway-20_28.problem,182,243,731,573,190,377,546,388
simplified-railway-20_29.problem,161,272,568,440,156,367,440,312
simplified-railway-20_3.problem,228,272,753,594,198,429,555,396
simplified-railway-20_30.problem,187,305,737,586,185,327,605,454
simplified-railway-20_4.problem,185,327,622,460,167,378,384,222
simplified-railway-20_5.problem,182,250,481,350,163,347,379,248
simplified-railway-20_6.problem,187,249,651,497,199,341,526,372
simplified-railway-20_7.problem,183,283,549,414,212,382,401,266
simplified-railway-20_8.problem,183,253,518,371,193,372,286,139
simplified-railway-20_9.problem,192,256,676,523,244,483,549,396
simplified-railway-30_1.problem,171,202,736,522,166,295,370,156
simplified-railway-30_10.problem,153,315,1009,805,170,344,526,322
simplified-railway-30_11.problem,208,291,1032,825,151,263,647,440
simplified-railway-30_12.problem,213,302,840,629,195,385,433,222
simplified-railway-30_13.problem,124,174,1074,868,159,249,652,446
simplified-railway-30_14.problem,178,247,941,732,216,360,487,278
simplified-railway-30_15.problem,221,264,1093,874,177,359,593,374
simplified-railway-30_16.problem,173,210,1327,1131,150,404,804,608
simplified-railway-30_17.problem,96,153,865,654,105,200,505,294
simplified-railway-30_18.problem,108,159,1096,882,206,225,688,474
simplified-railway-30_19.problem,160,218,881,668,131,296,445,232
simplified-railway-30_2.problem,162,279,1047,845,162,313,564,362
simplified-railway-30_20.problem,122,264,873,665,174,364,472,264
simplified-railway-30_21.problem,121,178,877,668,120,229,421,212
simplified-railway-30_22.problem,215,263,834,617,162,351,497,280
simplified-railway-30_23.problem,73,128,943,738,81,150,501,296
simplified-railway-30_24.problem,136,248,1005,800,177,354,583,378
simplified-railway-30_25.problem,136,159,977,770,112,242,515,308
simplified-railway-30_26.problem,99,137,806,595,133,215,387,176
simplified-railway-30_27.problem,133,167,776,562,127,276,418,204
simplified-railway-30_28.problem,164,213,1090,869,154,375,607,386
simplified-railway-30_29.problem,68,104,1042,837,76,147,539,334
simplified-railway-30_3.problem,194,344,781,570,166,374,349,138
simplified-railway-30_30.problem,175,291,1144,943,163,377,695,494
simplified-railway-30_4.problem,138,180,941,731,169,268,560,350
simplified-railway-30_5.problem,165,231,912,704,162,339,450,242
simplified-railway-30_6.problem,135,164,1101,869,157,305,677,445
simplified-railway-30_7.problem,212,267,871,663,202,333,472,264
simplified-railway-30_8.problem,176,251,945,720,185,353,575,350
simplified-railway-30_9.problem,204,297,1067,869,213,468,546,348
simplified-railway-40_1.problem,114,183,1474,1182,124,225,854,562
simplified-railway-40_10.problem,166,205,1427,1150,181,289,711,434
simplified-railway-40_11.problem,76,128,1463,1185,102,172,834,556
simplified-railway-40_12.problem,227,369,1203,917,161,531,634,348
simplified-railway-40_13.problem,172,178,1381,1095,145,341,698,412
simplified-railway-40_14.problem,209,313,1426,1150,198,407,690,414
simplified-railway-40_15.problem,115,196,1438,1156,140,297,776,494
simplified-railway-40_16.problem,225,279,1259,982,179,380,539,262
simplified-railway-40_17.problem,148,181,1464,1183,163,432,859,578
simplified-railway-40_18.problem,135,199,1428,1148,207,386,678,398
simplified-railway-40_19.problem,212,258,1248,961,179,369,649,362
simplified-railway-40_2.problem,100,175,1909,1642,113,310,1015,748
simplified-railway-40_20.problem,198,347,1691,1414,223,441,1071,794
simplified-railway-40_21.problem,285,377,1689,1414,239,639,1003,728
simplified-railway-40_22.problem,155,230,1205,919,138,239,634,348
simplified-railway-40_23.problem,169,236,1329,1044,163,365,667,382
simplified-railway-40_24.problem,90,142,1546,1267,92,188,885,606
simplified-railway-40_25.problem,136,166,1518,1238,111,244,802,522
simplified-railway-40_26.problem,199,325,1553,1268,176,399,969,684
simplified-railway-40_27.problem,221,312,1541,1256,199,478,937,652
simplified-railway-40_28.problem,131,170,1426,1145,141,280,735,454
simplified-railway-40_29.problem,126,195,1610,1335,147,280,851,576
simplified-railway-40_3.problem,102,166,1506,1223,109,234,829,546
simplified-railway-40_30.problem,202,295,1382,1103,209,406,729,450
simplified-railway-40_4.problem,110,171,1425,1142,119,248,825,542
simplified-railway-40_5.problem,153,204,1248,956,142,284,640,348
simplified-railway-40_6.problem,204,308,1484,1194,195,415,851,561
simplified-railway-40_7.problem,155,331,1425,1148,179,428,765,488
simplified-railway-40_8.problem,121,193,1202,910,176,233,660,368
simplified-railway-40_9.problem,178,341,1656,1381,141,406,781,506
simplified-railway-50_1.problem,89,131,1877,1518,90,189,1055,696
simplified-railway-50_10.problem,146,310,2423,2073,164,352,1223,873
simplified-railway-50_11.problem,114,190,1906,1556,116,275,810,460
simplified-railway-50_12.problem,86,137,2039,1684,97,190,1107,752
simplified-railway-50_13.problem,131,195,2110,1762,138,278,986,638
simplified-railway-50_14.problem,161,282,1973,1623,194,444,820,470
simplified-railway-50_15.problem,127,246,2069,1696,117,265,971,598
simplified-railway-50_16.problem,127,258,2560,2223,155,462,1203,866
simplified-railway-50_17.problem,94,150,2173,1815,101,226,1158,800
simplified-railway-50_18.problem,111,177,2042,1685,139,279,1113,756
simplified-railway-50_19.problem,130,218,2313,1962,122,340,1361,1010
simplified-railway-50_2.problem,151,327,1976,1625,211,369,781,430
simplified-railway-50_20.problem,119,200,2126,1772,122,313,1056,702
simplified-railway-50_21.problem,130,240,2484,2132,205,464,1314,962
simplified-railway-50_22.problem,185,297,1992,1635,176,464,1091,734
simplified-railway-50_23.problem,214,339,1802,1439,134,415,787,424
simplified-railway-50_24.problem,186,334,2094,1737,169,439,1177,820
simplified-railway-50_25.problem,211,342,2108,1761,183,459,1117,770
simplified-railway-50_26.problem,182,272,1991,1631,195,463,1076,716
simplified-railway-50_27.problem,206,296,1673,1310,189,404,795,432
simplified-railway-50_28.problem,84,134,1788,1428,90,191,820,460
simplified-railway-50_29.problem,132,175,1740,1385,225,462,687,332
simplified-railway-50_3.problem,205,364,2024,1674,199,605,788,438
simplified-railway-50_30.problem,111,170,1888,1523,107,230,1015,650
simplified-railway-50_4.problem,220,297,1880,1525,195,491,979,624
simplified-railway-50_5.problem,188,327,1666,1301,180,304,863,498
simplified-railway-50_6.problem,116,199,2336,1989,146,292,1307,960
simplified-railway-50_7.problem,187,220,2124,1762,185,493,948,586
simplified-railway-50_8.problem,200,264,2079,1721,190,464,1292,934
simplified-railway-50_9.problem,134,225,2271,1924,132,370,1183,836
simplified-railway-60_1.problem,170,259,2643,2211,285,533,1494,1062
simplified-railway-60_10.problem,111,240,3148,2717,119,383,1475,1044
simplified-railway-60_11.problem,210,359,2795,2375,221,626,1398,978
simplified-railway-60_12.problem,127,211,2325,1889,92,199,1152,716
simplified-railway-60_13.problem,108,197,2879,2463,197,357,1310,894
simplified-railway-60_14.problem,214,392,2549,2123,191,511,1082,656
simplified-railway-60_15.problem,134,230,2424,1985,203,327,1083,644
simplified-railway-60_16.problem,134,217,2941,2525,112,324,1376,960
simplified-railway-60_17.problem,204,407,2688,2265,207,617,1155,732
simplified-railway-60_18.problem,216,427,2646,2215,216,565,1527,1096
simplified-railway-60_19.problem,159,411,2784,2357,137,350,1443,1016
simplified-railway-60_2.problem,85,165,2985,2565,95,261,1548,1128
simplified-railway-60_20.problem,150,239,2826,2397,144,360,1709,1280
simplified-railway-60_21.problem,141,240,3083,2657,208,360,1589,1163
simplified-railway-60_22.problem,172,280,2838,2413,168,388,1531,1106
simplified-railway-60_23.problem,131,348,2704,2267,140,337,1653,1216
simplified-railway-60_24.problem,125,283,2956,2501,180,476,1555,1100
simplified-railway-60_25.problem,217,343,2890,2462,199,541,1676,1248
simplified-railway-60_26.problem,150,287,2152,1709,121,339,1123,680
simplified-railway-60_27.problem,210,427,2515,2074,190,461,1549,1108
simplified-railway-60_28.problem,193,359,2574,2145,185,491,1405,976
simplified-railway-60_29.problem,212,276,2600,2174,220,592,1266,840
simplified-railway-60_3.problem,149,247,2547,2123,153,340,1084,660
simplified-railway-60_30.problem,105,168,2585,2148,95,243,1505,1068
simplified-railway-60_4.problem,149,290,3090,2661,169,547,1690,1261
simplified-railway-60_5.problem,210,375,2673,2237,191,519,1412,976
simplified-railway-60_6.problem,225,350,3153,2732,189,536,1853,1432
simplified-railway-60_7.problem,154,418,2809,2390,183,436,1317,898
simplified-railway-60_8.problem,264,455,2350,1906,199,448,1139,695
simplified-railway-60_9.problem,105,169,2784,2362,136,343,1418,996
simplified-railway-70_1.problem,140,399,3412,2885,249,496,1663,1136
simplified-railway-70_10.problem,189,391,3813,3318,195,771,1931,1436
simplified-railway-70_11.problem,144,390,3719,3229,157,492,1748,1258
simplified-railway-70_12.problem,165,325,3242,2732,147,454,1756,1246
simplified-railway-70_13.problem,254,604,4222,3735,197,796,2347,1860
simplified-railway-70_14.problem,146,350,4063,3569,231,702,2440,1946
simplified-railway-70_15.problem,143,482,3871,3377,198,779,2070,1576
simplified-railway-70_16.problem,191,562,3673,3185,195,794,1630,1142
simplified-railway-70_17.problem,197,558,4080,3587,216,752,2315,1822
simplified-railway-70_18.problem,176,354,3553,3057,154,466,1868,1372
simplified-railway-70_19.problem,185,368,3327,2818,189,607,1799,1290
simplified-railway-70_2.problem,213,408,3545,3023,214,658,1408,886
simplified-railway-70_20.problem,172,278,3396,2886,147,580,1922,1412
simplified-railway-70_21.problem,235,538,3991,3502,227,948,1925,1436
simplified-railway-70_22.problem,141,218,3194,2693,178,466,1395,894
simplified-railway-70_23.problem,230,454,3290,2776,266,832,1622,1108
simplified-railway-70_24.problem,188,339,3564,3066,137,544,1704,1206
simplified-railway-70_25.problem,204,469,3575,3066,141,662,1852,1343
simplified-railway-70_26.problem,257,275,3420,2898,227,629,2158,1636
simplified-railway-70_27.problem,126,227,3244,2734,129,471,1858,1348
simplified-railway-70_28.problem,86,181,3540,3035,94,269,1921,1416
simplified-railway-70_29.problem,172,335,3187,2685,193,512,1416,914
simplified-railway-70_3.problem,134,243,3547,3053,199,535,1782,1288
simplified-railway-70_30.problem,112,210,3179,2666,120,319,1843,1330
simplified-railway-70_4.problem,100,209,3116,2613,101,304,1397,894
simplified-railway-70_5.problem,116,208,3171,2667,126,347,1544,1040
simplified-railway-70_6.problem,174,254,3750,3242,225,694,1866,1358
simplified-railway-70_7.problem,95,265,3197,2697,96,286,1446,946
simplified-railway-70_8.problem,147,214,3170,2659,171,434,1725,1214
simplified-railway-70_9.problem,231,498,3720,3220,186,579,1910,1410
simplified-railway-80_1.problem,116,302,4493,3921,124,526,2446,1874
simplified-railway-80_10.problem,192,377,4156,3574,191,728,2096,1514
simplified-railway-80_11.problem,133,362,4309,3746,138,613,1841,1278
simplified-railway-80_12.problem,94,245,4394,3808,107,378,2566,1980
simplified-railway-80_13.problem,213,697,5226,4667,201,1017,2665,2106
simplified-railway-80_14.problem,198,749,4801,4238,208,1059,2333,1770
simplified-railway-80_15.problem,199,519,4155,3577,204,797,2266,1688
simplified-railway-80_16.problem,195,603,4469,3898,200,1011,1931,1360
simplified-railway-80_17.problem,81,207,4439,3870,89,362,2069,1500
simplified-railway-80_18.problem,133,418,4919,4353,213,705,2780,2214
simplified-railway-80_19.problem,225,507,4074,3488,206,806,2204,1618
simplified-railway-80_2.problem,93,241,4371,3805,104,395,1689,1123
simplified-railway-80_20.problem,222,631,4815,4240,204,909,2893,2318
simplified-railway-80_21.problem,157,381,4137,3572,196,499,1593,1028
simplified-railway-80_22.problem,227,556,4936,4368,227,1089,2666,2098
simplified-railway-80_23.problem,217,608,4528,3942,215,960,2413,1827
simplified-railway-80_24.problem,237,545,4261,3687,228,917,2006,1432
simplified-railway-80_25.problem,227,506,4309,3732,221,751,2347,1770
simplified-railway-80_26.problem,198,333,3653,3057,192,652,2068,1472
simplified-railway-80_27.problem,145,499,4868,4258,166,536,3060,2450
simplified-railway-80_28.problem,233,397,3829,3241,288,816,2074,1486
simplified-railway-80_29.problem,222,355,3491,2913,224,609,1366,788
simplified-railway-80_3.problem,151,410,4439,3868,145,556,2115,1544
simplified-railway-80_30.problem,190,280,3585,2992,244,761,1751,1158
simplified-railway-80_4.problem,208,571,3921,3335,228,861,1864,1278
simplified-railway-80_5.problem,176,383,3663,3083,188,447,1560,980
simplified-railway-80_6.problem,182,459,4134,3570,213,522,1648,1084
simplified-railway-80_7.problem,156,397,4593,4023,151,757,2344,1774
