file,parseTime,initTime,allCount,unknownCount,parseUPTime,initUPTime,allUPCount,unknownUPCount
simplified-railway-80_8.problem,131,329,4646,4065,195,530,2815,2234
simplified-railway-80_9.problem,181,401,4575,4003,174,519,2484,1912
simplified-railway-90_1.problem,167,424,4798,4149,205,561,2419,1770
simplified-railway-90_10.problem,192,717,5732,5076,221,1273,3478,2822
simplified-railway-90_11.problem,152,377,5477,4839,154,741,2636,1998
simplified-railway-90_12.problem,146,353,4242,3573,226,577,2175,1506
simplified-railway-90_13.problem,199,722,5845,5207,219,1074,3048,2410
simplified-railway-90_14.problem,269,779,5479,4839,224,1170,2662,2022
simplified-railway-90_15.problem,212,488,4970,4320,213,814,2580,1930
simplified-railway-90_16.problem,198,531,4616,3964,296,816,1974,1322
simplified-railway-90_17.problem,140,455,5603,4963,130,896,2538,1898
simplified-railway-90_18.problem,228,691,4829,4174,168,1070,2029,1374
simplified-railway-90_19.problem,204,502,5077,4414,237,839,3045,2382
simplified-railway-90_2.problem,218,452,5304,4663,208,993,2369,1728
simplified-railway-90_20.problem,169,352,4908,4245,240,630,2581,1918
simplified-railway-90_21.problem,132,608,5120,4482,217,893,2122,1484
simplified-railway-90_22.problem,220,808,5517,4877,177,1145,2500,1860
simplified-railway-90_23.problem,153,376,5390,4730,213,691,2998,2338
simplified-railway-90_24.problem,144,595,5127,4458,213,727,2623,1954
simplified-railway-90_25.problem,228,646,5072,4417,235,929,2621,1966
simplified-railway-90_26.problem,201,534,4338,3663,199,767,2377,1702
simplified-railway-90_27.problem,144,326,4890,4221,168,805,2935,2266
simplified-railway-90_28.problem,227,507,4523,3858,210,759,2475,1810
simplified-railway-90_29.problem,150,476,5072,4422,142,625,2506,1856
simplified-railway-90_3.problem,152,499,5468,4826,207,724,2680,2038
simplified-railway-90_30.problem,127,316,5444,4786,198,662,3356,2698
simplified-railway-90_4.problem,141,392,5635,4981,145,702,3258,2604
simplified-railway-90_5.problem,177,723,5261,4609,263,1164,2854,2202
simplified-railway-90_6.problem,151,453,5397,4758,155,668,2373,1734
simplified-railway-90_7.problem,156,826,6256,5621,214,1258,3179,2544
simplified-railway-90_8.problem,182,466,4426,3756,135,659,2230,1560
simplified-railway-90_9.problem,223,559,4976,4323,188,787,2685,2032
simplified-statechart-100_1.problem,171,221,1215,531,164,249,1102,416
simplified-statechart-100_10.problem,121,162,1180,484,173,202,1075,378
simplified-statechart-100_11.problem,160,260,1135,453,192,325,1042,355
simplified-statechart-100_12.problem,248,317,1189,506,233,398,1090,401
simplified-statechart-100_13.problem,246,382,1146,474,241,404,1055,378
simplified-statechart-100_14.problem,203,278,1096,407,255,471,1022,327
simplified-statechart-100_15.problem,192,257,1198,518,199,335,1077,395
simplified-statechart-100_16.problem,169,187,1201,516,155,212,1082,392
simplified-statechart-100_17.problem,144,203,1201,533,159,262,1063,391
simplified-statechart-100_18.problem,221,296,1194,518,236,340,1096,417
simplified-statechart-100_19.problem,291,397,1145,472,254,444,1058,381
simplified-statechart-100_2.problem,239,334,1226,550,250,385,1126,448
simplified-statechart-100_20.problem,162,207,1165,487,166,257,1050,369
simplified-statechart-100_21.problem,219,316,1199,518,225,392,1096,412
simplified-statechart-100_22.problem,165,207,1215,534,228,335,1149,466
simplified-statechart-100_23.problem,257,377,1264,576,212,334,1146,456
simplified-statechart-100_24.problem,97,126,1203,528,123,198,1069,392
simplified-statechart-100_25.problem,244,334,1196,527,250,379,1090,419
simplified-statechart-100_26.problem,265,301,1257,577,211,374,1107,425
simplified-statechart-100_27.problem,224,326,1187,519,228,372,1065,395
simplified-statechart-100_28.problem,117,151,1123,446,143,240,1040,362
simplified-statechart-100_29.problem,210,276,1133,440,202,357,1008,313
simplified-statechart-100_3.problem,220,278,1187,522,215,363,1059,393
simplified-statechart-100_30.problem,229,306,1166,468,241,374,1078,376
simplified-statechart-100_4.problem,248,310,1248,526,221,369,1162,437
simplified-statechart-100_5.problem,246,304,1206,528,213,452,1095,415
simplified-statechart-100_6.problem,238,320,1185,512,280,388,1071,394
simplified-statechart-100_7.problem,225,302,1173,505,221,359,1082,413
simplified-statechart-100_8.problem,248,299,1152,468,223,374,1068,383
simplified-statechart-100_9.problem,246,280,1154,479,300,439,1082,403
simplified-statechart-20_1.problem,160,236,157,36,102,290,147,24
simplified-statechart-20_10.problem,95,151,160,41,166,221,158,39
simplified-statechart-20_11.problem,111,154,167,41,128,217,165,39
simplified-statechart-20_12.problem,187,306,167,40,194,370,166,39
simplified-statechart-20_13.problem,159,206,191,50,181,306,184,43
simplified-statechart-20_14.problem,123,190,157,36,99,269,152,30
simplified-statechart-20_15.problem,140,257,159,39,153,355,149,28
simplified-statechart-20_16.problem,172,333,180,49,168,368,175,44
simplified-statechart-20_17.problem,180,314,182,51,154,375,176,45
simplified-statechart-20_18.problem,183,247,181,49,182,319,172,39
simplified-statechart-20_19.problem,94,137,181,49,157,207,172,40
simplified-statechart-20_2.problem,201,219,160,39,206,360,151,30
simplified-statechart-20_20.problem,142,174,182,51,172,238,176,45
simplified-statechart-20_21.problem,109,182,193,55,163,192,181,42
simplified-statechart-20_22.problem,120,143,151,31,97,184,149,29
simplified-statechart-20_23.problem,125,163,156,37,137,240,150,31
simplified-statechart-20_24.problem,92,141,162,41,110,208,159,37
simplified-statechart-20_25.problem,131,220,165,47,170,224,161,43
simplified-statechart-20_26.problem,156,242,149,27,203,323,147,25
simplified-statechart-20_27.problem,97,209,164,45,111,185,151,32
simplified-statechart-20_28.problem,179,231,158,39,208,279,153,34
simplified-statechart-20_29.problem,123,212,162,42,102,234,158,38
simplified-statechart-20_3.problem,90,134,201,57,162,184,195,51
simplified-statechart-20_30.problem,167,187,163,45,159,318,160,42
simplified-statechart-20_4.problem,200,271,159,39,177,346,149,27
simplified-statechart-20_5.problem,162,215,153,33,183,270,152,32
simplified-statechart-20_6.problem,89,143,167,49,140,189,159,41
simplified-statechart-20_7.problem,79,94,151,30,73,118,150,29
simplified-statechart-20_8.problem,83,129,153,34,131,155,150,31
simplified-statechart-20_9.problem,89,139,170,53,95,174,164,46
simplified-statechart-30_1.problem,169,242,251,65,175,309,243,57
simplified-statechart-30_10.problem,155,186,260,73,120,195,248,60
simplified-statechart-30_11.problem,132,190,259,73,129,222,252,66
simplified-statechart-30_12.problem,159,224,246,55,154,282,241,50
simplified-statechart-30_13.problem,133,168,259,72,149,204,245,58
simplified-statechart-30_14.problem,96,132,259,74,101,174,250,64
simplified-statechart-30_15.problem,168,209,269,77,171,235,251,59
simplified-statechart-30_16.problem,167,158,264,79,207,307,254,69
simplified-statechart-30_17.problem,158,269,259,75,147,262,255,71
simplified-statechart-30_18.problem,207,328,261,76,153,274,248,62
simplified-statechart-30_19.problem,69,111,247,59,99,135,237,47
simplified-statechart-30_2.problem,221,267,257,73,270,305,246,61
simplified-statechart-30_20.problem,134,223,271,77,169,289,256,60
simplified-statechart-30_21.problem,112,238,259,73,123,190,250,64
simplified-statechart-30_22.problem,89,131,259,73,176,240,248,61
simplified-statechart-30_23.problem,190,240,276,75,217,306,254,52
simplified-statechart-30_24.problem,209,271,255,67,192,329,240,50
simplified-statechart-30_25.problem,179,277,311,81,169,334,299,68
simplified-statechart-30_26.problem,175,244,264,78,176,277,252,66
simplified-statechart-30_27.problem,189,246,267,84,157,278,256,72
simplified-statechart-30_28.problem,95,117,259,74,90,140,244,58
simplified-statechart-30_29.problem,99,142,258,62,100,178,250,54
simplified-statechart-30_3.problem,66,94,253,68,87,115,253,68
simplified-statechart-30_30.problem,193,301,259,73,170,301,242,55
simplified-statechart-30_4.problem,195,269,321,94,183,328,308,80
simplified-statechart-30_5.problem,139,211,259,74,149,225,247,61
simplified-statechart-30_6.problem,92,135,259,71,110,164,250,61
simplified-statechart-30_7.problem,72,101,260,76,103,127,247,62
simplified-statechart-30_8.problem,169,250,261,67,183,312,249,54
simplified-statechart-30_9.problem,201,269,262,77,203,340,251,66
simplified-statechart-40_1.problem,201,243,384,116,218,389,361,92
simplified-statechart-40_10.problem,200,259,359,104,200,251,338,82
simplified-statechart-40_11.problem,105,154,344,84,109,188,319,57
simplified-statechart-40_12.problem,174,195,344,87,200,238,333,75
simplified-statechart-40_13.problem,131,161,359,105,169,224,338,84
simplified-statechart-40_14.problem,207,258,359,105,230,341,341,85
simplified-statechart-40_15.problem,118,153,389,142,133,192,367,120
simplified-statechart-40_16.problem,102,149,354,98,116,199,337,79
simplified-statechart-40_17.problem,218,207,359,104,225,305,344,89
simplified-statechart-40_18.problem,210,221,364,110,222,349,341,87
simplified-statechart-40_19.problem,141,178,349,92,148,206,332,75
simplified-statechart-40_2.problem,113,154,339,79,178,200,322,61
simplified-statechart-40_20.problem,205,259,359,106,212,294,347,94
simplified-statechart-40_21.problem,166,246,367,111,165,297,347,90
simplified-statechart-40_22.problem,169,223,354,97,245,405,331,74
simplified-statechart-40_23.problem,75,96,389,112,86,121,370,92
simplified-statechart-40_24.problem,148,165,354,98,155,220,329,73
simplified-statechart-40_25.problem,114,161,334,72,170,230,321,58
simplified-statechart-40_26.problem,141,210,349,89,150,234,323,61
simplified-statechart-40_27.problem,212,326,376,123,202,299,351,98
simplified-statechart-40_28.problem,172,228,349,91,203,291,332,73
simplified-statechart-40_29.problem,179,244,354,98,223,340,342,86
simplified-statechart-40_3.problem,120,149,349,91,138,183,326,67
simplified-statechart-40_30.problem,179,242,364,110,201,297,344,88
simplified-statechart-40_4.problem,193,271,381,112,215,246,358,89
simplified-statechart-40_5.problem,199,248,354,97,209,321,330,71
simplified-statechart-40_6.problem,130,168,344,85,154,176,331,71
simplified-statechart-40_7.problem,97,147,359,106,117,177,346,92
simplified-statechart-40_8.problem,152,174,354,97,132,235,342,84
simplified-statechart-40_9.problem,76,98,354,96,83,123,322,62
simplified-statechart-50_1.problem,138,197,485,151,145,265,460,126
simplified-statechart-50_10.problem,122,321,485,163,193,244,450,127
simplified-statechart-50_11.problem,200,267,485,153,208,318,455,122
simplified-statechart-50_12.problem,236,293,506,170,199,418,467,131
simplified-statechart-50_13.problem,168,143,497,159,163,213,474,135
simplified-statechart-50_14.problem,197,289,493,166,169,300,463,136
simplified-statechart-50_15.problem,120,160,490,161,125,185,461,130
simplified-statechart-50_16.problem,180,344,495,166,173,276,469,139
simplified-statechart-50_17.problem,200,266,489,169,193,295,454,132
simplified-statechart-50_18.problem,132,168,492,157,175,341,470,134
simplified-statechart-50_19.problem,201,261,477,145,225,447,446,113
simplified-statechart-50_2.problem,165,216,484,155,184,300,452,120
simplified-statechart-50_20.problem,148,173,476,154,148,229,443,119
simplified-statechart-50_21.problem,236,244,487,155,183,360,451,119
simplified-statechart-50_22.problem,196,269,482,150,137,305,453,120
simplified-statechart-50_23.problem,144,208,488,162,146,242,458,130
simplified-statechart-50_24.problem,195,265,450,121,250,334,422,93
simplified-statechart-50_25.problem,126,154,490,141,156,226,462,112
simplified-statechart-50_26.problem,95,105,497,160,93,142,471,134
simplified-statechart-50_27.problem,141,263,460,135,156,277,433,106
simplified-statechart-50_28.problem,160,240,477,145,172,260,453,121
simplified-statechart-50_29.problem,193,216,488,150,208,374,459,118
simplified-statechart-50_3.problem,126,158,476,152,192,278,447,123
simplified-statechart-50_30.problem,104,150,470,135,131,195,441,104
simplified-statechart-50_4.problem,210,257,453,125,183,310,424,94
simplified-statechart-50_5.problem,202,158,550,186,207,266,513,147
simplified-statechart-50_6.problem,162,232,485,165,161,277,458,136
simplified-statechart-50_7.problem,158,173,469,147,140,198,443,120
simplified-statechart-50_8.problem,217,262,504,166,219,386,479,139
simplified-statechart-50_9.problem,216,319,483,150,184,322,455,121
simplified-statechart-60_1.problem,143,205,594,203,173,296,562,170
simplified-statechart-60_10.problem,104,138,591,195,112,205,547,149
simplified-statechart-60_11.problem,135,174,580,183,176,199,548,150
simplified-statechart-60_12.problem,223,297,572,176,205,316,545,145
simplified-statechart-60_13.problem,83,135,674,258,92,139,620,204
simplified-statechart-60_14.problem,133,155,599,206,143,243,552,158
simplified-statechart-60_15.problem,228,261,605,214,168,300,554,163
simplified-statechart-60_16.problem,75,104,593,189,82,123,554,148
simplified-statechart-60_17.problem,246,353,602,210,205,381,565,173
simplified-statechart-60_18.problem,208,312,599,209,177,330,565,173
simplified-statechart-60_19.problem,124,220,596,204,193,285,567,173
simplified-statechart-60_2.problem,206,300,670,247,232,372,625,199
simplified-statechart-60_20.problem,177,318,590,189,215,347,553,151
simplified-statechart-60_21.problem,142,185,617,228,175,229,581,190
simplified-statechart-60_22.problem,132,169,602,203,172,238,555,155
simplified-statechart-60_23.problem,198,275,580,187,155,322,537,142
simplified-statechart-60_24.problem,194,294,617,215,136,340,574,171
simplified-statechart-60_25.problem,215,282,649,265,220,359,607,222
simplified-statechart-60_26.problem,196,221,581,188,195,277,540,147
simplified-statechart-60_27.problem,96,117,758,287,105,176,688,215
simplified-statechart-60_28.problem,195,246,594,197,204,316,552,154
simplified-statechart-60_29.problem,147,133,603,202,167,248,563,160
simplified-statechart-60_3.problem,171,188,596,197,182,300,552,153
simplified-statechart-60_30.problem,211,286,629,205,185,304,597,172
simplified-statechart-60_4.problem,153,244,621,216,214,269,587,182
simplified-statechart-60_5.problem,125,156,596,202,177,180,549,155
simplified-statechart-60_6.problem,182,273,636,249,181,303,595,208
simplified-statechart-60_7.problem,133,178,591,194,206,320,543,143
simplified-statechart-60_8.problem,190,258,616,212,198,320,577,171
simplified-statechart-60_9.problem,243,219,606,206,210,285,577,176
simplified-statechart-70_1.problem,125,189,759,304,144,240,706,250
simplified-statechart-70_10.problem,157,189,726,253,163,232,686,213
simplified-statechart-70_11.problem,200,233,741,273,211,305,665,196
simplified-statechart-70_12.problem,161,151,783,314,168,280,713,242
simplified-statechart-70_13.problem,221,261,736,269,236,359,667,196
simplified-statechart-70_14.problem,110,141,784,329,114,161,717,261
simplified-statechart-70_15.problem,219,243,756,291,207,457,680,213
simplified-statechart-70_16.problem,137,169,758,281,168,203,698,220
simplified-statechart-70_17.problem,194,269,733,256,220,337,669,191
simplified-statechart-70_18.problem,81,103,833,366,90,131,769,298
simplified-statechart-70_19.problem,143,178,736,265,169,261,675,202
simplified-statechart-70_2.problem,185,277,771,309,178,238,730,267
simplified-statechart-70_20.problem,208,257,778,308,189,350,722,248
simplified-statechart-70_21.problem,178,245,768,295,139,251,714,240
simplified-statechart-70_22.problem,114,151,751,281,138,186,699,229
simplified-statechart-70_23.problem,116,182,768,289,148,196,698,219
simplified-statechart-70_24.problem,126,176,736,268,135,236,690,220
simplified-statechart-70_25.problem,111,140,745,260,102,165,680,192
simplified-statechart-70_26.problem,143,170,788,318,146,204,751,280
simplified-statechart-70_27.problem,223,195,787,302,229,336,732,245
simplified-statechart-70_28.problem,209,206,713,229,217,341,655,169
simplified-statechart-70_29.problem,120,198,776,311,114,200,729,263
simplified-statechart-70_3.problem,211,280,738,263,229,324,687,212
simplified-statechart-70_30.problem,226,264,758,284,208,326,695,218
simplified-statechart-70_4.problem,210,274,741,276,232,227,697,228
simplified-statechart-70_5.problem,147,226,756,289,218,221,712,242
simplified-statechart-70_6.problem,192,259,777,291,171,256,733,243
simplified-statechart-70_7.problem,183,258,743,268,228,372,686,210
simplified-statechart-70_8.problem,216,258,743,263,227,325,696,216
simplified-statechart-70_9.problem,116,151,758,285,140,191,709,233
simplified-statechart-80_1.problem,118,192,869,338,127,187,795,260
simplified-statechart-80_10.problem,139,256,888,335,163,295,811,257
simplified-statechart-80_11.problem,160,286,891,365,154,286,835,308
simplified-statechart-80_12.problem,90,122,907,382,101,147,835,310
simplified-statechart-80_13.problem,114,164,860,327,126,185,792,259
simplified-statechart-80_14.problem,210,262,909,326,235,264,852,265
simplified-statechart-80_15.problem,227,318,888,322,144,343,827,257
simplified-statechart-80_16.problem,216,306,881,346,189,348,816,280
simplified-statechart-80_17.problem,113,146,893,334,116,178,804,245
simplified-statechart-80_18.problem,165,280,899,358,220,241,821,279
simplified-statechart-80_19.problem,197,257,895,372,223,399,831,306
simplified-statechart-80_2.problem,190,237,899,362,192,241,832,293
simplified-statechart-80_20.problem,207,257,878,327,198,325,809,253
simplified-statechart-80_21.problem,137,156,820,281,131,188,764,223
simplified-statechart-80_22.problem,224,292,843,299,237,339,786,239
simplified-statechart-80_23.problem,119,146,938,368,106,175,870,299
simplified-statechart-80_24.problem,219,251,881,351,195,316,806,274
simplified-statechart-80_25.problem,169,220,861,309,158,295,788,234
simplified-statechart-80_26.problem,134,157,886,357,210,234,830,299
simplified-statechart-80_27.problem,166,200,854,313,174,186,817,273
simplified-statechart-80_28.problem,226,261,858,326,218,330,769,232
simplified-statechart-80_29.problem,118,243,851,305,193,301,782,236
simplified-statechart-80_3.problem,215,262,896,374,172,219,824,299
simplified-statechart-80_30.problem,189,199,845,301,223,365,789,244
simplified-statechart-80_4.problem,169,198,935,389,194,294,853,304
simplified-statechart-80_5.problem,144,172,852,320,148,217,785,253
simplified-statechart-80_6.problem,234,284,874,343,217,378,789,258
simplified-statechart-80_7.problem,123,167,852,313,132,190,770,226
simplified-statechart-80_8.problem,148,183,880,349,258,302,828,296
simplified-statechart-80_9.problem,94,118,863,333,100,137,794,262
simplified-statechart-90_1.problem,196,268,991,388,193,339,917,311
simplified-statechart-90_10.problem,141,198,966,359,242,294,895,285
simplified-statechart-90_11.problem,233,312,942,335,271,466,899,290
simplified-statechart-90_12.problem,231,286,988,381,226,332,925,317
simplified-statechart-90_13.problem,208,300,1083,490,197,356,978,383
simplified-statechart-90_14.problem,243,285,1002,401,204,359,907,303
simplified-statechart-90_15.problem,135,300,991,385,151,258,907,299
simplified-statechart-90_16.problem,137,176,1031,403,163,180,975,346
simplified-statechart-90_17.problem,228,315,1007,406,241,379,922,321
simplified-statechart-90_18.problem,205,282,974,373,221,425,861,255
simplified-statechart-90_19.problem,95,123,972,368,122,137,888,281
simplified-statechart-90_2.problem,212,264,966,353,210,396,895,279
simplified-statechart-90_20.problem,222,251,1021,423,227,378,937,337
simplified-statechart-90_21.problem,201,244,1031,430,197,352,908,305
simplified-statechart-90_22.problem,144,191,991,391,148,261,900,298
simplified-statechart-90_23.problem,229,287,979,373,243,403,918,308
simplified-statechart-90_24.problem,230,223,1043,448,185,289,926,329
simplified-statechart-90_25.problem,215,278,1016,397,214,357,955,332
simplified-statechart-90_26.problem,257,329,1022,420,230,328,915,307
simplified-statechart-90_27.problem,227,294,986,389,272,425,908,307
simplified-statechart-90_28.problem,156,216,1008,408,227,259,910,308
simplified-statechart-90_29.problem,231,223,1000,393,209,266,915,305
simplified-statechart-90_3.problem,191,196,945,341,243,335,883,277
simplified-statechart-90_30.problem,195,338,974,367,215,362,894,284
simplified-statechart-90_4.problem,168,274,991,391,220,267,924,319
simplified-statechart-90_5.problem,155,191,969,365,154,219,888,282
simplified-statechart-90_6.problem,123,164,1026,425,125,222,912,309
simplified-statechart-90_7.problem,141,189,1002,404,182,289,905,305
simplified-statechart-90_8.problem,143,177,989,385,151,252,957,352
simplified-statechart-90_9.problem,133,196,960,353,192,248,851,242
yakindu-100_1.problem,196,415,3535,2281,164,408,2988,1734
yakindu-100_10.problem,138,270,3629,2363,144,359,3080,1814
yakindu-100_11.problem,137,356,4199,2965,196,433,3271,2037
yakindu-100_12.problem,144,404,3664,2443,147,318,3134,1913
yakindu-100_13.problem,112,238,3268,2056,139,425,2645,1433
yakindu-100_14.problem,163,283,2782,1534,148,394,2335,1087
yakindu-100_15.problem,100,254,3619,2403,80,284,2850,1634
yakindu-100_16.problem,131,242,2758,1510,139,331,2351,1103
yakindu-100_17.problem,210,275,3452,2190,195,519,2772,1510
yakindu-100_18.problem,168,323,2801,1604,161,422,2359,1162
yakindu-100_19.problem,216,529,3762,2547,146,498,3078,1863
yakindu-100_2.problem,206,385,2951,1679,182,513,2592,1320
yakindu-100_20.problem,224,484,3855,2626,191,633,3247,2018
yakindu-100_21.problem,132,259,3224,1995,153,359,2778,1549
yakindu-100_22.problem,217,482,4462,3226,214,545,3431,2195
yakindu-100_23.problem,125,318,3910,2662,129,326,3053,1805
yakindu-100_24.problem,198,424,4573,3353,207,602,3511,2291
yakindu-100_25.problem,245,330,3538,2314,216,724,2873,1649
yakindu-100_26.problem,180,359,3009,1824,124,334,2546,1361
yakindu-100_27.problem,77,170,4060,2801,88,215,3158,1899
yakindu-100_28.problem,179,394,3528,2275,185,503,2916,1663
yakindu-100_29.problem,238,432,3382,2183,213,556,2625,1426
yakindu-100_3.problem,150,336,3931,2683,162,412,3042,1794
yakindu-100_30.problem,121,250,3344,2086,143,319,2803,1545
yakindu-100_4.problem,119,322,3878,2614,211,302,3110,1846
yakindu-100_5.problem,210,433,3239,1976,169,630,2784,1521
yakindu-100_6.problem,137,364,3913,2732,224,404,3033,1852
yakindu-100_7.problem,139,215,3225,1996,129,287,2581,1352
yakindu-100_8.problem,149,322,3581,2371,190,388,2744,1534
yakindu-100_9.problem,107,244,3978,2802,113,314,3183,2007
yakindu-20_1.problem,77,265,525,276,137,299,469,220
yakindu-20_10.problem,113,321,550,265,139,481,506,221
yakindu-20_11.problem,51,140,528,253,82,235,480,205
yakindu-20_12.problem,148,498,572,292,137,424,504,224
yakindu-20_13.problem,143,373,460,197,141,542,406,143
yakindu-20_14.problem,117,367,654,380,143,445,523,249
yakindu-20_15.problem,76,225,520,245,87,277,467,192
yakindu-20_16.problem,150,467,523,241,117,447,466,184
yakindu-20_17.problem,147,359,538,260,100,327,486,208
yakindu-20_18.problem,89,275,529,253,105,353,477,201
yakindu-20_19.problem,146,327,682,405,128,388,539,262
yakindu-20_2.problem,151,394,558,278,143,481,473,193
yakindu-20_20.problem,129,306,581,311,112,415,490,220
yakindu-20_21.problem,114,295,589,313,126,376,512,236
yakindu-20_22.problem,148,425,593,314,142,437,508,229
yakindu-20_23.problem,98,276,579,297,158,522,540,258
yakindu-20_24.problem,141,249,551,275,148,515,477,201
yakindu-20_25.problem,86,228,512,230,145,342,460,178
yakindu-20_26.problem,89,330,545,262,129,357,487,204
yakindu-20_27.problem,133,411,581,301,147,428,521,241
yakindu-20_28.problem,125,397,472,225,113,425,423,176
yakindu-20_29.problem,117,282,486,198,149,444,435,147
yakindu-20_3.problem,100,287,500,248,99,292,442,190
yakindu-20_30.problem,121,393,620,342,104,332,508,230
yakindu-20_4.problem,66,165,533,272,76,199,465,204
yakindu-20_5.problem,158,381,548,278,157,488,461,191
yakindu-20_6.problem,92,272,536,251,95,312,483,198
yakindu-20_7.problem,146,395,502,255,109,546,426,179
yakindu-20_8.problem,123,445,584,304,82,432,506,226
yakindu-20_9.problem,139,359,544,262,132,422,468,186
yakindu-30_1.problem,110,276,749,387,123,338,650,288
yakindu-30_10.problem,157,497,788,384,166,419,692,288
yakindu-30_11.problem,63,165,862,471,66,185,729,338
yakindu-30_12.problem,85,227,720,327,90,391,660,267
yakindu-30_13.problem,86,216,831,472,138,331,678,319
yakindu-30_14.problem,116,285,963,567,107,332,763,367
yakindu-30_15.problem,72,170,831,428,72,238,702,299
yakindu-30_16.problem,157,379,801,426,159,546,698,323
yakindu-30_17.problem,82,227,766,404,115,331,678,316
yakindu-30_18.problem,148,408,777,400,156,503,681,304
yakindu-30_19.problem,150,258,788,395,107,321,674,281
yakindu-30_2.problem,132,221,723,343,110,346,646,266
yakindu-30_20.problem,77,225,772,364,93,306,695,287
yakindu-30_21.problem,153,373,629,266,143,461,576,213
yakindu-30_22.problem,83,269,748,408,114,307,683,343
yakindu-30_23.problem,137,352,834,445,128,478,723,334
yakindu-30_24.problem,174,344,717,347,169,625,632,262
yakindu-30_25.problem,125,247,712,369,106,312,615,272
yakindu-30_26.problem,136,333,741,378,138,475,632,269
yakindu-30_27.problem,137,280,792,422,134,488,692,322
yakindu-30_28.problem,177,393,897,502,148,511,736,341
yakindu-30_29.problem,83,180,784,422,76,222,661,299
yakindu-30_3.problem,147,378,904,505,98,283,739,340
yakindu-30_30.problem,140,402,700,333,137,505,633,266
yakindu-30_4.problem,78,231,944,542,90,278,772,370
yakindu-30_5.problem,139,351,842,478,149,456,707,343
yakindu-30_6.problem,97,344,816,456,146,309,706,346
yakindu-30_7.problem,139,392,631,263,159,418,571,203
yakindu-30_8.problem,128,369,827,467,160,487,690,330
yakindu-30_9.problem,75,186,738,366,76,240,643,271
yakindu-40_1.problem,149,411,1277,768,154,491,1063,554
yakindu-40_10.problem,169,401,1148,652,162,356,1021,525
yakindu-40_11.problem,144,243,1052,523,140,426,935,406
yakindu-40_12.problem,113,231,1094,574,114,306,962,442
yakindu-40_13.problem,152,386,916,453,162,471,787,324
yakindu-40_14.problem,160,364,1023,535,154,547,878,390
yakindu-40_15.problem,164,368,893,422,162,440,790,319
yakindu-40_16.problem,57,139,1014,510,67,174,901,397
yakindu-40_17.problem,149,277,1297,773,113,295,1038,514
yakindu-40_18.problem,80,254,869,397,119,325,787,315
yakindu-40_19.problem,117,364,991,496,133,294,865,370
yakindu-40_2.problem,157,374,1133,650,176,478,945,462
yakindu-40_20.problem,152,395,1220,747,115,506,1055,582
yakindu-40_21.problem,99,246,1301,778,119,408,1084,561
yakindu-40_22.problem,116,275,1143,612,225,529,997,466
yakindu-40_23.problem,67,153,870,400,76,201,789,319
yakindu-40_24.problem,144,407,1200,677,167,502,1010,487
yakindu-40_25.problem,157,305,1221,698,125,264,1010,487
yakindu-40_26.problem,164,300,919,445,162,420,801,327
yakindu-40_27.problem,185,293,1459,939,167,530,1165,645
yakindu-40_28.problem,213,554,905,410,175,576,811,316
yakindu-40_29.problem,167,363,940,471,162,464,820,351
yakindu-40_3.problem,172,370,916,482,159,477,799,365
yakindu-40_30.problem,132,391,1374,920,127,441,1184,730
yakindu-40_4.problem,88,238,1111,645,83,289,904,438
yakindu-40_5.problem,103,302,1167,691,129,357,936,460
yakindu-40_6.problem,177,526,1270,777,163,527,977,484
yakindu-40_7.problem,95,280,900,437,93,302,813,350
yakindu-40_8.problem,116,287,1089,558,123,326,891,360
yakindu-40_9.problem,100,213,1178,642,126,332,1054,518
yakindu-50_1.problem,86,250,1349,708,270,300,1180,539
yakindu-50_10.problem,124,309,1331,712,98,350,1158,539
yakindu-50_11.problem,81,153,1574,918,79,204,1365,709
yakindu-50_12.problem,183,243,1449,812,203,517,1217,580
yakindu-50_13.problem,127,371,1288,690,200,465,1099,501
yakindu-50_14.problem,191,428,1364,776,172,516,1074,486
yakindu-50_15.problem,94,225,1374,728,107,274,1233,587
yakindu-50_16.problem,75,172,1291,674,88,256,1114,497
yakindu-50_17.problem,107,332,1552,898,152,316,1326,672
yakindu-50_18.problem,170,336,1737,1090,128,378,1452,805
yakindu-50_19.problem,172,347,1642,1012,190,447,1317,687
yakindu-50_2.problem,102,245,1470,867,124,317,1156,553
yakindu-50_20.problem,174,339,1244,649,196,519,1092,497
yakindu-50_21.problem,102,268,1625,979,159,432,1348,702
yakindu-50_22.problem,118,220,1157,548,149,402,1061,452
yakindu-50_23.problem,180,333,1593,950,185,489,1351,708
yakindu-50_24.problem,88,210,1670,1032,100,270,1466,828
yakindu-50_25.problem,84,217,1582,987,95,333,1298,703
yakindu-50_26.problem,105,273,1682,1082,130,337,1390,790
yakindu-50_27.problem,95,209,1516,867,140,404,1355,706
yakindu-50_28.problem,101,248,1396,748,105,373,1173,525
yakindu-50_29.problem,59,162,1455,864,82,191,1269,678
yakindu-50_3.problem,194,529,1518,916,182,532,1217,615
yakindu-50_30.problem,120,272,1239,654,163,338,1095,510
yakindu-50_4.problem,90,217,1833,1200,102,316,1507,874
yakindu-50_5.problem,104,221,1507,864,130,291,1261,618
yakindu-50_6.problem,148,564,1285,704,189,557,1123,542
yakindu-50_7.problem,152,441,1318,729,129,438,1154,565
yakindu-50_8.problem,176,379,1688,1040,165,359,1378,730
